type,value,source,date,extra
url,http://27.37.215.92:36113/bin.sh,URLhaus,2026-03-19 07:25:30 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.80.163:55613/bin.sh,URLhaus,2026-03-19 07:25:29 UTC,"{""threat"": ""malware_download""}"
url,https://teiafnhz.gramsup.in.net/verification.google,URLhaus,2026-03-19 07:24:10 UTC,"{""threat"": ""malware_download""}"
url,http://117.209.0.154:52216/i,URLhaus,2026-03-19 07:22:10 UTC,"{""threat"": ""malware_download""}"
url,https://trivaleor.gramsup.in.net/verification.google,URLhaus,2026-03-19 07:20:09 UTC,"{""threat"": ""malware_download""}"
url,http://182.126.245.79:40631/i,URLhaus,2026-03-19 07:18:09 UTC,"{""threat"": ""malware_download""}"
url,https://pricescene.vouayger.in.net/verification.google,URLhaus,2026-03-19 07:13:05 UTC,"{""threat"": ""malware_download""}"
url,https://gladetrusted.vouayger.in.net/verification.google,URLhaus,2026-03-19 07:08:09 UTC,"{""threat"": ""malware_download""}"
url,http://117.205.162.25:56761/bin.sh,URLhaus,2026-03-19 07:07:19 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.15.1:47111/i,URLhaus,2026-03-19 07:07:10 UTC,"{""threat"": ""malware_download""}"
url,https://4w9jp.checkbro.in.net/verification.google,URLhaus,2026-03-19 07:03:06 UTC,"{""threat"": ""malware_download""}"
url,http://158.94.208.7/files/7845402472/x6842I6.exe,URLhaus,2026-03-19 07:02:06 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/2/docs.bat,URLhaus,2026-03-19 07:01:06 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/flintcloak210.ljy,URLhaus,2026-03-19 07:00:10 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/kaemsjlikeme244.ldv,URLhaus,2026-03-19 07:00:10 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/trucecloak188.dsx,URLhaus,2026-03-19 07:00:10 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/yashegmakguezk495.nxa,URLhaus,2026-03-19 07:00:10 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/9839572789384/Documents/Shared/Reports/wishlist87231.bat,URLhaus,2026-03-19 07:00:10 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/widen676flora.kid,URLhaus,2026-03-19 07:00:09 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/truce596jolly.ips,URLhaus,2026-03-19 07:00:09 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/ridge44ridge.ybe,URLhaus,2026-03-19 07:00:09 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/diemsgqhazoem54.wxq,URLhaus,2026-03-19 07:00:09 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/wristacorn717.hjf,URLhaus,2026-03-19 07:00:09 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/ysahgemaskgezx825.ice,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/maiejtyraomrf872.tzo,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/maiejtkameneu178.bcq,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/oceanlance429.ihp,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/diemsgqcaopelkf329.emb,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/terra523peach.uyv,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/blazecloak699.jpu,URLhaus,2026-03-19 07:00:08 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/charmwrist97.qsa,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/ayesjqomgesazyt925.xrk,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/aiasgpe422aiasgpe.fsv,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/terravinyl495.sgu,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/mbeirdajryshg135.mjy,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/ajryshgajryshg251.hfm,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/florawaltz640.bwg,URLhaus,2026-03-19 07:00:07 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/ayesaherefytasgmki392.qux,URLhaus,2026-03-19 07:00:06 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/gleamgleam377.rgb,URLhaus,2026-03-19 07:00:06 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/zmgrajgtemasg379.itt,URLhaus,2026-03-19 07:00:06 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/esygmheayesjqom157.mcm,URLhaus,2026-03-19 07:00:06 UTC,"{""threat"": ""malware_download""}"
url,http://123.4.163.52:45431/i,URLhaus,2026-03-19 06:59:11 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/wuemasgqkewofm962.pzs,URLhaus,2026-03-19 06:59:06 UTC,"{""threat"": ""malware_download""}"
url,http://87.120.219.222:41292/1/wuemasgqeyrmasjq793.mli,URLhaus,2026-03-19 06:59:05 UTC,"{""threat"": ""malware_download""}"
url,https://vcp61.checkbro.in.net/verification.google,URLhaus,2026-03-19 06:58:06 UTC,"{""threat"": ""malware_download""}"
url,http://77.83.39.60/cy/ENCRYPTED.ps1,URLhaus,2026-03-19 06:57:05 UTC,"{""threat"": ""malware_download""}"
url,http://77.83.39.60/cy/CRYPTED.ps1,URLhaus,2026-03-19 06:57:05 UTC,"{""threat"": ""malware_download""}"
url,http://77.83.39.60/cy/pta.ps1,URLhaus,2026-03-19 06:57:05 UTC,"{""threat"": ""malware_download""}"
url,http://182.126.245.79:40631/bin.sh,URLhaus,2026-03-19 06:54:15 UTC,"{""threat"": ""malware_download""}"
url,https://railcon.woodflo.in.net/verification.google,URLhaus,2026-03-19 06:51:06 UTC,"{""threat"": ""malware_download""}"
url,http://182.113.206.110:39458/i,URLhaus,2026-03-19 06:46:21 UTC,"{""threat"": ""malware_download""}"
url,https://learntiny.woodflo.in.net/verification.google,URLhaus,2026-03-19 06:45:10 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.95.229:40047/i,URLhaus,2026-03-19 06:43:14 UTC,"{""threat"": ""malware_download""}"
url,https://ternp3-watch.goodwork.in.net/verification.google,URLhaus,2026-03-19 06:40:08 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.15.1:47111/bin.sh,URLhaus,2026-03-19 06:37:16 UTC,"{""threat"": ""malware_download""}"
url,http://182.113.206.110:39458/bin.sh,URLhaus,2026-03-19 06:36:18 UTC,"{""threat"": ""malware_download""}"
url,http://123.4.163.52:45431/bin.sh,URLhaus,2026-03-19 06:34:08 UTC,"{""threat"": ""malware_download""}"
url,https://patternpilot.goodwork.in.net/verification.google,URLhaus,2026-03-19 06:34:06 UTC,"{""threat"": ""malware_download""}"
url,http://123.190.161.33:45648/i,URLhaus,2026-03-19 06:32:10 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.77.162:36755/i,URLhaus,2026-03-19 06:32:06 UTC,"{""threat"": ""malware_download""}"
url,https://hyperdrift.besthire.in.net/verification.google,URLhaus,2026-03-19 06:29:06 UTC,"{""threat"": ""malware_download""}"
url,https://phantom-mods.cfd/PhantomHack.rar,URLhaus,2026-03-19 06:26:43 UTC,"{""threat"": ""malware_download""}"
url,https://de3.filedwnld.top/lwfdei/copyq-13.0.0.zip,URLhaus,2026-03-19 06:26:13 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.19.215:58602/bin.sh,URLhaus,2026-03-19 06:24:07 UTC,"{""threat"": ""malware_download""}"
url,https://p9vpxaz1.besthire.in.net/verification.google,URLhaus,2026-03-19 06:23:07 UTC,"{""threat"": ""malware_download""}"
url,http://42.238.121.214:46236/i,URLhaus,2026-03-19 06:22:07 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.20.21:44225/i,URLhaus,2026-03-19 06:19:06 UTC,"{""threat"": ""malware_download""}"
url,https://ips.goodwork.in.net/verification.google,URLhaus,2026-03-19 06:17:07 UTC,"{""threat"": ""malware_download""}"
url,https://meta.veloxunit.in.net/verification.google,URLhaus,2026-03-19 06:12:08 UTC,"{""threat"": ""malware_download""}"
url,http://103.160.130.7:53618/i,URLhaus,2026-03-19 06:12:06 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.90.172:43671/i,URLhaus,2026-03-19 06:10:22 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.119.14:42156/i,URLhaus,2026-03-19 06:10:22 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.55.23:49053/i,URLhaus,2026-03-19 06:08:14 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.77.162:36755/bin.sh,URLhaus,2026-03-19 06:07:06 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.55.23:49053/bin.sh,URLhaus,2026-03-19 06:06:14 UTC,"{""threat"": ""malware_download""}"
url,https://t1me.checkbro.in.net/verification.google,URLhaus,2026-03-19 06:06:10 UTC,"{""threat"": ""malware_download""}"
url,https://mona.termocenter.in.net/verification.google,URLhaus,2026-03-19 06:01:08 UTC,"{""threat"": ""malware_download""}"
url,http://196.190.69.149:40376/bin.sh,URLhaus,2026-03-19 06:00:14 UTC,"{""threat"": ""malware_download""}"
url,http://59.42.88.121:56735/bin.sh,URLhaus,2026-03-19 05:57:08 UTC,"{""threat"": ""malware_download""}"
url,http://42.238.121.214:46236/bin.sh,URLhaus,2026-03-19 05:57:07 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.20.21:44225/bin.sh,URLhaus,2026-03-19 05:53:12 UTC,"{""threat"": ""malware_download""}"
url,http://112.242.61.134:36861/i,URLhaus,2026-03-19 05:52:20 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.119.14:42156/bin.sh,URLhaus,2026-03-19 05:47:16 UTC,"{""threat"": ""malware_download""}"
url,http://103.160.130.7:53618/bin.sh,URLhaus,2026-03-19 05:47:10 UTC,"{""threat"": ""malware_download""}"
url,http://222.140.160.89:33524/bin.sh,URLhaus,2026-03-19 05:43:14 UTC,"{""threat"": ""malware_download""}"
url,http://112.242.61.134:36861/bin.sh,URLhaus,2026-03-19 05:27:27 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.98.220:40839/i,URLhaus,2026-03-19 05:27:14 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.28.220:35963/i,URLhaus,2026-03-19 05:27:06 UTC,"{""threat"": ""malware_download""}"
url,http://117.193.174.124:53008/i,URLhaus,2026-03-19 05:21:15 UTC,"{""threat"": ""malware_download""}"
url,http://110.39.252.138:46786/i,URLhaus,2026-03-19 05:20:11 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.98.220:40839/bin.sh,URLhaus,2026-03-19 05:19:10 UTC,"{""threat"": ""malware_download""}"
url,http://61.52.110.33:46647/i,URLhaus,2026-03-19 05:18:08 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.32.92:33502/bin.sh,URLhaus,2026-03-19 05:12:07 UTC,"{""threat"": ""malware_download""}"
url,http://77.245.107.223:36547/i,URLhaus,2026-03-19 05:11:15 UTC,"{""threat"": ""malware_download""}"
url,http://117.193.174.124:53008/bin.sh,URLhaus,2026-03-19 05:02:18 UTC,"{""threat"": ""malware_download""}"
url,http://61.52.110.33:46647/bin.sh,URLhaus,2026-03-19 04:56:18 UTC,"{""threat"": ""malware_download""}"
url,http://110.36.70.238:38299/bin.sh,URLhaus,2026-03-19 04:52:06 UTC,"{""threat"": ""malware_download""}"
url,http://115.61.40.17:54402/i,URLhaus,2026-03-19 04:50:17 UTC,"{""threat"": ""malware_download""}"
url,http://124.94.244.114:56053/i,URLhaus,2026-03-19 04:47:20 UTC,"{""threat"": ""malware_download""}"
url,http://115.61.40.17:54402/bin.sh,URLhaus,2026-03-19 04:46:11 UTC,"{""threat"": ""malware_download""}"
url,http://117.198.198.94:57236/i,URLhaus,2026-03-19 04:32:07 UTC,"{""threat"": ""malware_download""}"
url,http://59.88.17.25:37471/i,URLhaus,2026-03-19 04:32:07 UTC,"{""threat"": ""malware_download""}"
url,http://110.39.245.10:52637/i,URLhaus,2026-03-19 04:24:17 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.39.230:57040/bin.sh,URLhaus,2026-03-19 04:22:16 UTC,"{""threat"": ""malware_download""}"
url,http://124.94.244.114:56053/bin.sh,URLhaus,2026-03-19 04:17:20 UTC,"{""threat"": ""malware_download""}"
url,http://59.88.17.25:37471/bin.sh,URLhaus,2026-03-19 04:12:08 UTC,"{""threat"": ""malware_download""}"
url,https://35x53u.yardnext.in.net/verification.google,URLhaus,2026-03-19 04:08:06 UTC,"{""threat"": ""malware_download""}"
url,http://120.61.240.186:56988/i,URLhaus,2026-03-19 04:07:07 UTC,"{""threat"": ""malware_download""}"
url,http://196.189.198.193:33315/i,URLhaus,2026-03-19 04:06:22 UTC,"{""threat"": ""malware_download""}"
url,http://196.189.198.193:33315/bin.sh,URLhaus,2026-03-19 04:02:26 UTC,"{""threat"": ""malware_download""}"
url,http://118.251.13.30:49582/i,URLhaus,2026-03-19 04:02:08 UTC,"{""threat"": ""malware_download""}"
url,http://117.198.198.94:57236/bin.sh,URLhaus,2026-03-19 04:02:08 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.28.220:35963/bin.sh,URLhaus,2026-03-19 04:02:07 UTC,"{""threat"": ""malware_download""}"
url,https://c0mpi-branch.runfast.in.net/verification.google,URLhaus,2026-03-19 04:01:07 UTC,"{""threat"": ""malware_download""}"
url,http://110.39.245.10:52637/bin.sh,URLhaus,2026-03-19 03:58:30 UTC,"{""threat"": ""malware_download""}"
url,http://118.251.13.30:49582/bin.sh,URLhaus,2026-03-19 03:57:08 UTC,"{""threat"": ""malware_download""}"
url,https://uwk7hxy.devopsn.in.net/verification.google,URLhaus,2026-03-19 03:53:05 UTC,"{""threat"": ""malware_download""}"
url,http://117.205.90.155:57197/i,URLhaus,2026-03-19 03:52:18 UTC,"{""threat"": ""malware_download""}"
url,http://117.254.177.144:55436/i,URLhaus,2026-03-19 03:47:08 UTC,"{""threat"": ""malware_download""}"
url,http://42.238.168.132:40874/bin.sh,URLhaus,2026-03-19 03:47:07 UTC,"{""threat"": ""malware_download""}"
url,http://61.52.158.229:54467/bin.sh,URLhaus,2026-03-19 03:47:07 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.99.117:41152/i,URLhaus,2026-03-19 03:46:20 UTC,"{""threat"": ""malware_download""}"
url,https://trivaleis6.gramsup.in.net/verification.google,URLhaus,2026-03-19 03:46:07 UTC,"{""threat"": ""malware_download""}"
url,http://115.55.246.34:48695/i,URLhaus,2026-03-19 03:45:27 UTC,"{""threat"": ""malware_download""}"
url,http://117.223.141.221:39031/i,URLhaus,2026-03-19 03:44:18 UTC,"{""threat"": ""malware_download""}"
url,http://117.223.141.221:39031/bin.sh,URLhaus,2026-03-19 03:43:29 UTC,"{""threat"": ""malware_download""}"
url,https://scr14-sync.vouayger.in.net/verification.google,URLhaus,2026-03-19 03:43:09 UTC,"{""threat"": ""malware_download""}"
url,http://82.144.86.37:46593/i,URLhaus,2026-03-19 03:42:22 UTC,"{""threat"": ""malware_download""}"
url,http://117.235.117.8:40693/i,URLhaus,2026-03-19 03:37:19 UTC,"{""threat"": ""malware_download""}"
url,http://120.61.240.186:56988/bin.sh,URLhaus,2026-03-19 03:32:16 UTC,"{""threat"": ""malware_download""}"
url,http://117.206.66.23:33386/bin.sh,URLhaus,2026-03-19 03:32:08 UTC,"{""threat"": ""malware_download""}"
url,https://tideruntime.checkbro.in.net/verification.google,URLhaus,2026-03-19 03:30:08 UTC,"{""threat"": ""malware_download""}"
url,http://117.223.140.8:39402/i,URLhaus,2026-03-19 03:28:25 UTC,"{""threat"": ""malware_download""}"
url,http://117.205.90.155:57197/bin.sh,URLhaus,2026-03-19 03:23:24 UTC,"{""threat"": ""malware_download""}"
url,https://4wm0.woodflo.in.net/verification.google,URLhaus,2026-03-19 03:23:10 UTC,"{""threat"": ""malware_download""}"
url,https://unitmed.goodwork.in.net/verification.google,URLhaus,2026-03-19 03:18:07 UTC,"{""threat"": ""malware_download""}"
url,http://117.235.117.8:40693/bin.sh,URLhaus,2026-03-19 03:14:25 UTC,"{""threat"": ""malware_download""}"
url,http://115.55.246.34:48695/bin.sh,URLhaus,2026-03-19 03:14:21 UTC,"{""threat"": ""malware_download""}"
url,http://82.144.86.37:46593/bin.sh,URLhaus,2026-03-19 03:12:21 UTC,"{""threat"": ""malware_download""}"
url,http://103.61.243.11:58596/i,URLhaus,2026-03-19 03:12:08 UTC,"{""threat"": ""malware_download""}"
url,https://checkcipher.besthire.in.net/verification.google,URLhaus,2026-03-19 03:11:10 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.45.161:38771/i,URLhaus,2026-03-19 03:06:18 UTC,"{""threat"": ""malware_download""}"
url,https://serv4base.veloxunit.in.net/verification.google,URLhaus,2026-03-19 03:06:08 UTC,"{""threat"": ""malware_download""}"
url,http://117.223.140.8:39402/bin.sh,URLhaus,2026-03-19 03:03:31 UTC,"{""threat"": ""malware_download""}"
url,http://117.254.177.144:55436/bin.sh,URLhaus,2026-03-19 03:02:08 UTC,"{""threat"": ""malware_download""}"
url,http://123.13.103.228:50407/i,URLhaus,2026-03-19 03:01:20 UTC,"{""threat"": ""malware_download""}"
url,https://edge3dist.veloxunit.in.net/verification.google,URLhaus,2026-03-19 03:00:08 UTC,"{""threat"": ""malware_download""}"
url,https://node2flow.veloxunit.in.net/verification.google,URLhaus,2026-03-19 02:55:07 UTC,"{""threat"": ""malware_download""}"
url,http://175.165.80.253:37123/i,URLhaus,2026-03-19 02:54:19 UTC,"{""threat"": ""malware_download""}"
url,http://115.48.151.224:56650/i,URLhaus,2026-03-19 02:53:26 UTC,"{""threat"": ""malware_download""}"
url,http://175.165.80.253:37123/bin.sh,URLhaus,2026-03-19 02:49:21 UTC,"{""threat"": ""malware_download""}"
url,https://unit1meta.veloxunit.in.net/verification.google,URLhaus,2026-03-19 02:49:06 UTC,"{""threat"": ""malware_download""}"
url,http://61.1.234.74:40806/i,URLhaus,2026-03-19 02:47:08 UTC,"{""threat"": ""malware_download""}"
url,https://main4point.nuxbase.in.net/verification.google,URLhaus,2026-03-19 02:44:06 UTC,"{""threat"": ""malware_download""}"
url,http://27.32.255.147:38620/i,URLhaus,2026-03-19 02:42:07 UTC,"{""threat"": ""malware_download""}"
url,http://103.61.243.11:58596/bin.sh,URLhaus,2026-03-19 02:42:07 UTC,"{""threat"": ""malware_download""}"
url,http://77.247.88.72:46687/bin.sh,URLhaus,2026-03-19 02:42:05 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.45.161:38771/bin.sh,URLhaus,2026-03-19 02:41:23 UTC,"{""threat"": ""malware_download""}"
url,https://data3sync.nuxbase.in.net/verification.google,URLhaus,2026-03-19 02:38:07 UTC,"{""threat"": ""malware_download""}"
url,http://59.183.118.33:50503/i,URLhaus,2026-03-19 02:37:24 UTC,"{""threat"": ""malware_download""}"
url,http://123.13.103.228:50407/bin.sh,URLhaus,2026-03-19 02:33:24 UTC,"{""threat"": ""malware_download""}"
url,http://182.117.160.77:41173/bin.sh,URLhaus,2026-03-19 02:33:24 UTC,"{""threat"": ""malware_download""}"
url,https://gate2proxy.nuxbase.in.net/verification.google,URLhaus,2026-03-19 02:32:07 UTC,"{""threat"": ""malware_download""}"
url,http://79.24.141.59:56310/i,URLhaus,2026-03-19 02:29:24 UTC,"{""threat"": ""malware_download""}"
url,http://27.37.100.58:59354/i,URLhaus,2026-03-19 02:28:13 UTC,"{""threat"": ""malware_download""}"
url,https://web1infra.nuxbase.in.net/verification.google,URLhaus,2026-03-19 02:26:08 UTC,"{""threat"": ""malware_download""}"
url,http://222.140.160.89:33524/i,URLhaus,2026-03-19 02:22:22 UTC,"{""threat"": ""malware_download""}"
url,https://sat4link.termocenter.in.net/verification.google,URLhaus,2026-03-19 02:21:06 UTC,"{""threat"": ""malware_download""}"
url,http://115.48.151.224:56650/bin.sh,URLhaus,2026-03-19 02:19:17 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.97.71:35298/i,URLhaus,2026-03-19 02:17:16 UTC,"{""threat"": ""malware_download""}"
url,http://61.1.234.74:40806/bin.sh,URLhaus,2026-03-19 02:17:11 UTC,"{""threat"": ""malware_download""}"
url,http://27.32.255.147:38620/bin.sh,URLhaus,2026-03-19 02:17:10 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.99.117:41152/bin.sh,URLhaus,2026-03-19 02:17:07 UTC,"{""threat"": ""malware_download""}"
url,https://rock3core.termocenter.in.net/verification.google,URLhaus,2026-03-19 02:15:08 UTC,"{""threat"": ""malware_download""}"
url,http://79.24.141.59:56310/bin.sh,URLhaus,2026-03-19 02:14:19 UTC,"{""threat"": ""malware_download""}"
url,http://110.37.55.92:54086/i,URLhaus,2026-03-19 02:11:10 UTC,"{""threat"": ""malware_download""}"
url,https://base2steel.termocenter.in.net/verification.google,URLhaus,2026-03-19 02:09:06 UTC,"{""threat"": ""malware_download""}"
url,http://27.37.100.58:59354/bin.sh,URLhaus,2026-03-19 02:04:22 UTC,"{""threat"": ""malware_download""}"
url,https://moon1orbit.termocenter.in.net/verification.google,URLhaus,2026-03-19 02:04:09 UTC,"{""threat"": ""malware_download""}"
url,https://open4space.altasync.in.net/verification.google,URLhaus,2026-03-19 01:58:07 UTC,"{""threat"": ""malware_download""}"
url,http://59.183.118.33:50503/bin.sh,URLhaus,2026-03-19 01:57:26 UTC,"{""threat"": ""malware_download""}"
url,https://vast3field.altasync.in.net/verification.google,URLhaus,2026-03-19 01:53:09 UTC,"{""threat"": ""malware_download""}"
